symbol,interval,start_str,timelag,model,rows,split_mode,test_size,class_weight,label_mode,ret_bps,accuracy,precision,recall,f1,auc,confusion_matrix,best_threshold,trades,hit_rate,avg_net_ret_per_bar,avg_net_ret_per_trade,total_net_return,sharpe_like,sortino_like,cost_roundtrip,r2,mae_bps,mape_pct,log_loss
BTCUSDT,8h,720 days ago UTC,16,bilstm,2098,time,0.2,,direction,0.0,0.5107398568019093,0.5214723926380368,0.776255707762557,0.6238532110091743,0.4996803652968036,"[[44, 156], [49, 170]]",0.675,0,,0.0,,0.0,,,0.002,,,,0.7005253264610126
BTCUSDT,8h,720 days ago UTC,16,gru_lstm,2098,time,0.2,,direction,0.0,0.513126491646778,0.5245901639344263,0.730593607305936,0.6106870229007634,0.4805479452054794,"[[55, 145], [59, 160]]",0.655,0,,0.0,,0.0,,,0.002,,,,0.7005768575645924
BTCUSDT,8h,720 days ago UTC,16,hybrid_transformer,2098,time,0.2,,direction,0.0,0.4797136038186158,0.503448275862069,0.3333333333333333,0.4010989010989011,0.4701598173515981,"[[128, 72], [146, 73]]",0.63,15,0.5333333333333333,8.983548726098359e-05,0.0025094046108234745,0.037566846187069736,1.5592801357575086,0.29623269263518004,0.002,,,,0.7266032093572471
BTCUSDT,8h,720 days ago UTC,16,voting_soft,2113,time,0.2,,direction,0.0,0.48104265402843605,0.5098039215686274,0.23529411764705882,0.3219814241486068,0.4896557934310348,"[[151, 50], [169, 52]]",0.61,0,,0.0,,0.0,,,0.002,,,,0.7103511011220243
BTCUSDT,8h,720 days ago UTC,16,stacking,2113,time,0.2,,direction,0.0,0.523696682464455,0.523696682464455,1.0,0.687402799377916,0.5101641115688526,"[[0, 201], [0, 221]]",0.645,0,,0.0,,0.0,,,0.002,,,,0.6949066565942759
BTCUSDT,8h,720 days ago UTC,16,metalabel,2113,time,0.2,,direction,0.0,0.4786729857819905,0.5072463768115942,0.1583710407239819,0.2413793103448276,0.4913554399945972,"[[167, 34], [186, 35]]",0.68,4,0.75,4.221520695545016e-05,0.004453704333799992,0.017885450034192285,2.1649978512063943,44537043337.999916,0.002,,,,1.0357965200362333
BTCUSDT,8h,720 days ago UTC,16,arima,2113,time,0.2,,direction,0.0,0.523696682464455,0.523696682464455,1.0,0.687402799377916,0.4975349496859593,"[[0, 201], [0, 221]]",0.63,1,1.0,1.2103208256162499e-06,0.0005107553884100575,0.0005107553884100557,1.610834172054287,,0.002,,,,0.7145276019833594
BTCUSDT,1d,720 days ago UTC,16,logreg,673,time,0.2,,direction,0.0,0.5298507462686567,0.5298507462686567,1.0,0.6926829268292682,0.5888665325285044,"[[0, 63], [0, 71]]",0.52,0,,0.0,,0.0,,,0.002,,,,0.6915852751336853
BTCUSDT,1d,720 days ago UTC,16,sgdlog,673,time,0.2,,direction,0.0,0.4701492537313433,0.0,0.0,0.0,0.38832997987927564,"[[63, 0], [71, 0]]",0.5,0,,0.0,,0.0,,,0.002,,,,0.7215874276934202
BTCUSDT,1d,720 days ago UTC,16,rf,673,time,0.2,,direction,0.0,0.4701492537313433,0.0,0.0,0.0,0.5801475519785378,"[[63, 0], [71, 0]]",0.5,0,,0.0,,0.0,,,0.002,,,,0.7480701986155573
BTCUSDT,1d,720 days ago UTC,16,hgb,673,time,0.2,,direction,0.0,0.4925373134328358,0.6,0.1267605633802817,0.20930232558139536,0.5593561368209256,"[[57, 6], [62, 9]]",0.61,10,0.5,0.0003428098618429026,0.004593652148694895,0.04606107034879625,1.7653231910544978,1.8560573756722234,0.002,,,,1.21047347249843
BTCUSDT,1d,720 days ago UTC,16,linsvc,673,time,0.2,,direction,0.0,0.4701492537313433,0.0,0.0,0.0,0.4144869215291751,"[[63, 0], [71, 0]]",0.5,0,,0.0,,0.0,,,0.002,,,,0.7215874127034512
BTCUSDT,1d,720 days ago UTC,16,bilstm,658,time,0.2,,direction,0.0,0.5114503816793893,0.5232558139534884,0.6617647058823529,0.5844155844155844,0.48085901027077504,"[[22, 41], [23, 45]]",0.8,2,1.0,0.00014136563020910264,0.009259448778696222,0.01855460754326832,1.8778336868574002,,0.002,,,,0.732674048181123
BTCUSDT,1d,720 days ago UTC,16,gru_lstm,658,time,0.2,,direction,0.0,0.5267175572519084,0.6153846153846154,0.23529411764705882,0.3404255319148936,0.5182072829131653,"[[53, 10], [52, 16]]",0.64,12,0.4166666666666667,6.329527176713487e-05,0.0006909733834578887,0.007025097296356364,0.26928690348947454,0.11757156216184714,0.002,,,,0.8256505819170059
BTCUSDT,1d,720 days ago UTC,16,hybrid_transformer,658,time,0.2,,direction,0.0,0.4961832061068702,0.5113636363636364,0.6617647058823529,0.5769230769230769,0.4871615312791784,"[[20, 43], [23, 45]]",0.78,4,0.75,0.0001917345560810534,0.006279306711654499,0.02523024055220957,2.0923073942483748,62793067116.54498,0.002,,,,0.7487271650840644
BTCUSDT,1d,720 days ago UTC,16,voting_soft,673,time,0.2,,direction,0.0,0.47761194029850745,0.5714285714285714,0.056338028169014086,0.10256410256410256,0.5904314777554215,"[[60, 3], [67, 4]]",0.59,1,1.0,7.818861598442245e-05,0.010477274541912608,0.010477274541912607,1.6504183097066407,,0.002,,,,0.761878384264805
BTCUSDT,1d,720 days ago UTC,16,stacking,673,time,0.2,,direction,0.0,0.5298507462686567,0.5298507462686567,1.0,0.6926829268292682,0.44332662642521803,"[[0, 63], [0, 71]]",0.575,6,0.3333333333333333,5.954662807812341e-05,0.001329874693744756,0.00695910208418038,0.2844166023173168,0.25384371014711865,0.002,,,,0.695536831054834
BTCUSDT,1d,720 days ago UTC,16,arima,673,time,0.2,,direction,0.0,0.5298507462686567,0.5298507462686567,1.0,0.6926829268292682,0.514866979655712,"[[0, 63], [0, 71]]",0.63,1,1.0,2.85939060412682e-05,0.003831583409529939,0.0038315834095299373,1.6504183097066407,,0.002,,,,0.7109079158997424
